init_country,init_prov,init_city,target_country_regions,target_country_exception,target_province,target_city,target_other,target_city_exceptions,event_description,type,target_who_what,travel_direction,travel_mechanism,date_announced,date_start,date_end,date_collected,date_published,link,title,author,Publication,date_published_2,link2,title2,author2,publication2
Turkey,,,Azerbaijan,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,Belgium,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,China,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,Denmark,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,Egypt,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,France,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,Germany,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Turkey,,,Iran,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Iraq,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Italy,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Ireland,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Kosovo,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Mongolia,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Netherlands,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Norway,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Spain,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Sweden,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,South Korea,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Saudi Arabia,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Switzerland,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Ukraine,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,United Arab Emirates,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,United Kingdom,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Austria,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Azerbaijan,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Belgium,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,China,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Denmark,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Egypt,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,France,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Germany,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Iran,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Iraq,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Italy,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Turkey,,,Ireland,,,,,,"As of March 18, Turkey has suspended all flights to and from Austria, Azerbaijan, Belgium, China, Denmark, Egypt, France, Germany, Iran, Iraq, Italy, Ireland, Kosovo, Mongolia, the Netherlands, Norway, Spain, Sweden, South Korea, Saudi Arabia, Switzerland, Ukraine, United Arab Emirates, and the United Kingdom. Foreign travelers “who were physically present in these countries in the last 14 days” are also barred from entering the country. Turkish citizens, including dual citizens, are exempt, but they could be subject to a quarantine requirement, according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,3/18/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
